acousticness,bpm,danceability,energy,genre,instrumentalness,liveness,loudness,mode,popularity,song,speechiness,tempo,valence
0.3073770491803279,0.7621359223300971,0.7702564102564102,0.8348348348348348,K pop,1.796954314720812e-05,0.4161781946072684,19.72463768115941,0.0,0.8651685393258427,Oops!...I Did It Again,0.0758680555555555,0.4508064936851141,0.918807810894142
0.0105532786885245,0.7621359223300971,0.4451282051282051,0.8978978978978979,Rock,0.0,0.7174677608440797,17.818840579710145,1.0,0.8876404494382022,All The Small Things,0.0847222222222222,0.7053606575259306,0.7029804727646455
0.0105532786885245,0.7621359223300971,0.4451282051282051,0.8978978978978979,K pop,0.0,0.7174677608440797,17.818840579710145,1.0,0.8876404494382022,All The Small Things,0.0847222222222222,0.7053606575259306,0.7029804727646455
0.1772540983606557,0.7621359223300971,0.5425641025641026,0.4964964964964965,K pop,0.0,0.2942555685814771,32.63405797101449,1.0,0.7415730337078652,Breathe,0.0503472222222222,0.6490792075920911,0.2857142857142857
0.1772540983606557,0.7621359223300971,0.5425641025641026,0.4964964964964965,Country,0.0,0.2942555685814771,32.63405797101449,1.0,0.7415730337078652,Breathe,0.0503472222222222,0.6490792075920911,0.2857142857142857
0.0269467213114754,0.7621359223300971,0.5651282051282052,0.913913913913914,Rock,1.3705583756345177e-05,0.406799531066823,14.72101449275362,0.0,0.8764044943820225,It's My Life,0.0809027777777777,0.5690843296925318,0.5590955806783146
0.0269467213114754,0.7621359223300971,0.5651282051282052,0.913913913913914,Metal,1.3705583756345177e-05,0.406799531066823,14.72101449275362,0.0,0.8764044943820225,It's My Life,0.0809027777777777,0.5690843296925318,0.5590955806783146
0.0418032786885245,0.7621359223300971,0.6297435897435898,0.928928928928929,K pop,0.0010558375634517,0.0990621336459554,17.413043478260867,0.0,0.7303370786516854,Bye Bye Bye,0.0895833333333333,0.818853123769866,0.9033915724563208
0.1219262295081967,0.7621359223300971,0.7241025641025641,0.888888888888889,Hip hop,9.786802030456852e-05,0.082063305978898,25.213768115942024,1.0,0.7752808988764045,Thong Song,0.1135416666666666,0.5764686911610569,0.7338129496402878
0.1219262295081967,0.7621359223300971,0.7241025641025641,0.888888888888889,K pop,9.786802030456852e-05,0.082063305978898,25.213768115942024,1.0,0.7752808988764045,Thong Song,0.1135416666666666,0.5764686911610569,0.7338129496402878
0.1219262295081967,0.7621359223300971,0.7241025641025641,0.888888888888889,R&B,9.786802030456852e-05,0.082063305978898,25.213768115942024,1.0,0.7752808988764045,Thong Song,0.1135416666666666,0.5764686911610569,0.7338129496402878
0.0309426229508196,0.7621359223300971,0.9733333333333332,0.6616616616616617,Hip hop,0.0,0.0532239155920281,15.376811594202897,0.0,0.9662921348314608,The Real Slim Shady,0.0993055555555555,0.4956296152259178,0.7810894141829394
0.0273565573770491,0.7621359223300971,0.7261538461538461,0.7727727727727728,K pop,0.0,0.5474794841735053,15.44927536231884,1.0,0.7640449438202247,Rock DJ,0.0559027777777777,0.4886626100895893,0.8848920863309353
0.0273565573770491,0.7621359223300971,0.7261538461538461,0.7727727727727728,Rock,0.0,0.5474794841735053,15.44927536231884,1.0,0.7640449438202247,Rock DJ,0.0559027777777777,0.4886626100895893,0.8848920863309353
0.2797131147540984,0.7621359223300971,0.7312820512820513,0.6786786786786787,K pop,0.0,0.1746776084407972,12.77173913043478,0.0,0.8426966292134831,Say My Name,0.1770833333333333,0.6545332960242066,0.7543679342240494
0.2797131147540984,0.7621359223300971,0.7312820512820513,0.6786786786786787,R&B,0.0,0.1746776084407972,12.77173913043478,0.0,0.8426966292134831,Say My Name,0.1770833333333333,0.6545332960242066,0.7543679342240494
0.008125,0.7621359223300971,0.7384615384615385,0.8088088088088089,Hip hop,0.029746192893401,0.0743259085580304,20.38768115942029,1.0,0.8651685393258427,Lady - Hear Me Tonight,0.0657986111111111,0.5977728348454596,0.8931140801644399
0.0336065573770491,0.7621359223300971,0.6328205128205129,0.7287287287287287,K pop,0.0489340101522842,0.4220398593200469,28.73913043478261,1.0,0.0112359550561797,L'Amour Toujours,0.0506944444444444,0.6595463146961599,0.8304213771839671
