acousticness,bpm,danceability,energy,genre,instrumentalness,liveness,loudness,mode,popularity,speechiness,tempo,valence,age,hours,while working,exploratory,foreign,anxiety,depression,insomnia,ocd,effects,frequency [classical],frequency [country],frequency [edm],frequency [folk],frequency [gospel],frequency [hip hop],frequency [jazz],frequency [k pop],frequency [latin],frequency [lofi],frequency [metal],frequency [pop],frequency [r&b],frequency [rap],frequency [rock],frequency [video game music],country
0.494949494949495,107.0,0.5729166666666666,0.29,Rock,0.0001316183860666,0.0909090909090909,6.5,0.0531328320802004,0.69,0.0545454545454545,0.680235672258819,0.3232323232323232,72.0,6.0,Yes,No,No,0.0,0.1,0.0,0.2,Improve,Never,Sometimes,Never,Never,Never,Never,Very frequently,Never,Sometimes,Never,Never,Rarely,Very frequently,Never,Very frequently,Never,PK
0.4545454545454545,119.0,0.65625,0.63,Rock,5.587572993396997e-05,0.1717171717171717,4.0,0.0225563909774436,0.76,0.0545454545454545,0.683817338063734,0.494949494949495,88.00897189996776,10.216931400313632,Yes,No,No,0.2838352620120191,0.2574594513004207,0.2956401112387141,0.1667861819300871,No effect,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,Never,Rarely,Rarely,Very frequently,Very frequently,Sometimes,Rarely,Very frequently,Rarely,IT
0.0,75.0,0.3854166666666667,0.64,Rock,0.0024175565818097,0.1717171717171717,3.0,0.97593984962406,0.65,0.0545454545454545,0.5721398239498269,0.202020202020202,71.86140644852422,17.61485804473219,Yes,No,Yes,0.9194214220867912,0.7017432576444896,0.620462183563574,0.5036715438016641,Improve,Very frequently,Rarely,Rarely,Sometimes,Never,Rarely,Never,Never,Never,Sometimes,Very frequently,Very frequently,Very frequently,Never,Very frequently,Never,PK
0.0,92.0,0.5833333333333334,0.71,K pop,0.001835207307609,0.1111111111111111,2.5,0.7408521303258145,0.67,0.0909090909090909,0.5996775495646651,0.3939393939393939,74.28170985283415,5.359527366321929,No,Yes,No,0.2998409756355513,0.09720836221674,0.4235052767092046,0.1859080044790598,Improve,Very frequently,Rarely,Never,Very frequently,Never,Rarely,Rarely,Never,Rarely,Never,Sometimes,Sometimes,Sometimes,Never,Very frequently,Never,PK
0.2121212121212121,112.0,0.625,0.68,Rock,0.0006096662977239,0.303030303030303,5.5,0.2461152882205514,0.57,0.0545454545454545,0.6576300766048473,0.7171717171717171,72.14727514178753,5.775759658225124,Yes,Yes,No,0.4222984830143108,0.4421747607976181,0.105717657296473,0.1937359876483526,Improve,Very frequently,Never,Sometimes,Sometimes,Sometimes,Very frequently,Sometimes,Never,Never,Rarely,Rarely,Very frequently,Never,Rarely,Very frequently,Never,CL
0.101010101010101,105.0,0.6354166666666666,0.4,Rock,0.0009262954340164,0.0505050505050505,7.5,0.3739348370927318,0.33,0.0545454545454545,0.6426575392236452,0.7171717171717171,86.1965785084708,10.28653481405155,Yes,Yes,No,0.8951756243295709,0.7958372440355691,0.9368985735405072,0.3673619051078604,Improve,Rarely,Never,Very frequently,Sometimes,Never,Never,Never,Never,Rarely,Very frequently,Sometimes,Rarely,Very frequently,Rarely,Very frequently,Very frequently,PK
0.2525252525252525,93.0,0.6041666666666666,0.57,Rock,0.0004258972303855,0.0808080808080808,4.0,0.1719298245614035,0.57,0.0363636363636363,0.6663200198692312,0.3737373737373737,80.42793187162556,2.40646303605737,Yes,No,Yes,0.7243500069668196,0.7209118593087538,0.8922375510328078,0.3182091457579797,Improve,Rarely,Rarely,Never,Never,Never,Very frequently,Rarely,Never,Very frequently,Never,Rarely,Very frequently,Never,Never,Never,Sometimes,PK
0.3434343434343434,110.0,0.4166666666666667,0.31,Rock,0.0008766281185196,0.3737373737373737,5.0,0.3538847117794486,0.52,0.0545454545454545,0.6450061725383436,0.2828282828282828,88.89133958198977,18.79699627951183,Yes,No,Yes,0.849536805861318,0.5546689724313524,0.9278750467966608,0.490011276917891,Improve,Rarely,Very frequently,Very frequently,Rarely,Never,Sometimes,Rarely,Never,Sometimes,Never,Rarely,Very frequently,Never,Very frequently,Very frequently,Rarely,CL
0.3535353535353535,95.0,0.8125,0.55,K pop,0.0018724577942317,0.1313131313131313,3.5,0.755889724310777,0.81,0.0909090909090909,0.5979160745786414,0.4444444444444444,66.06823979957474,11.862237544079658,Yes,Yes,Yes,0.2346489121720529,0.2106995853656644,0.5273833001037046,0.2029431212008344,Improve,Sometimes,Sometimes,Never,Rarely,Never,Never,Rarely,Never,Never,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,PK
0.1414141414141414,113.0,0.7604166666666666,0.94,K pop,0.0007263844891416,0.1515151515151515,6.0,0.2932330827067669,0.66,0.0727272727272727,0.6521107883153061,0.9292929292929292,74.28170985283415,5.359527366321929,No,Yes,No,0.2998409756355513,0.09720836221674,0.4235052767092046,0.1859080044790598,Improve,Very frequently,Rarely,Never,Very frequently,Never,Rarely,Rarely,Never,Rarely,Never,Sometimes,Sometimes,Sometimes,Never,Very frequently,Never,CL
0.101010101010101,107.0,0.625,0.77,Rock,0.0015036779766675,0.1111111111111111,4.0,0.6070175438596491,0.36,0.0545454545454545,0.6153546769402768,0.7272727272727273,88.00897189996776,10.216931400313632,Yes,No,No,0.2838352620120191,0.2574594513004207,0.2956401112387141,0.1667861819300871,No effect,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,Never,Rarely,Rarely,Very frequently,Very frequently,Sometimes,Rarely,Very frequently,Rarely,PK
0.101010101010101,103.0,0.5416666666666666,0.69,Rock,0.0006667837105453,0.1111111111111111,5.5,0.269172932330827,0.59,0.0545454545454545,0.6549291482929441,0.9393939393939394,76.06512926593186,15.048834909424905,Yes,Yes,No,0.2063206437230617,0.60092206178596,0.261497520157699,0.1380194278529532,Improve,Never,Sometimes,Very frequently,Rarely,Sometimes,Sometimes,Rarely,Never,Never,Rarely,Sometimes,Sometimes,Sometimes,Never,Very frequently,Sometimes,PK
0.2828282828282828,91.0,0.5833333333333334,0.59,Rock,0.0022548961235575,0.2323232323232323,5.0,0.9102756892230576,0.5,0.0545454545454545,0.579831598055464,0.4848484848484848,80.42793187162556,2.40646303605737,Yes,No,Yes,0.7243500069668196,0.7209118593087538,0.8922375510328078,0.3182091457579797,Improve,Rarely,Rarely,Never,Never,Never,Very frequently,Rarely,Never,Very frequently,Never,Rarely,Very frequently,Never,Never,Never,Sometimes,PK
0.8686868686868687,99.0,0.28125,0.29,Rock,0.0002806203325572,0.1111111111111111,5.0,0.1132832080200501,0.58,0.0545454545454545,0.6731897723147239,0.1515151515151515,67.0,2.0,No,Yes,No,0.8,0.2,0.0,0.0,No effect,Sometimes,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,PK
0.101010101010101,112.0,0.3854166666666667,0.71,Rock,0.0011833237917127,0.1313131313131313,5.0,0.4776942355889724,0.32,0.109090909090909,0.6305033618200812,0.3232323232323232,72.14727514178753,5.775759658225124,Yes,Yes,No,0.4222984830143108,0.4421747607976181,0.105717657296473,0.1937359876483526,Improve,Very frequently,Never,Sometimes,Sometimes,Sometimes,Very frequently,Sometimes,Never,Never,Rarely,Rarely,Very frequently,Never,Rarely,Very frequently,Never,CL
0.3636363636363636,100.0,0.53125,0.68,Rock,0.0001490019464905,0.0808080808080808,4.0,0.0601503759398496,0.58,0.0727272727272727,0.6794136505986745,0.797979797979798,84.7128346222441,15.310145874861568,No,No,Yes,0.3492819471573359,0.4415014420844919,0.2224644378555341,0.1670377111082634,No effect,Never,Never,Rarely,Never,Never,Never,Sometimes,Rarely,Never,Very frequently,Rarely,Rarely,Rarely,Rarely,Very frequently,Sometimes,PK
